"","participant","univ","vote","confident","comment","id","question"
"6322","michael greenstone","Chicago","Agree","3","Hard to disagree in principle; we need more information on how to design such rules practically (or at least i need to know more).<br>",106,1
"6323","robert hall","Stanford","Disagree","8","Limiting assets is largely ineffective because banks can take similar risks and earn similar returns using swaps rather than holding assets.<br>",106,1
"6324","bengt holmstrom","MIT","Agree","2","Very unclear how far to go. Was too big to fail the problem in Canada? In Europe? Expansion triggered by regulatory change the big problem.<br>",106,1
"6325","caroline hoxby","Stanford","Did Not Answer","","",106,1
"6326","kenneth judd","Stanford","Disagree","6","Banks face the same market incentives, and will make similar investments. Penalizing size does not help the solvency of the banking system.<br>",106,1
"6327","anil kashyap","Chicago","Uncertain","7","Many ways to use derivatives and other regulatory loopholes to avoid these penalties. So we could make things less safe. Details matter.<br>",106,1
"6328","pete klenow","Stanford","Uncertain","8","Depends on the capital requirements imposed on them.<br><a href=""http://online.wsj.com/article/SB10001424052970204712904578093213499619372.html?KEYWORDS=financial+stability+board"" target=""_blank-see background information here</a><br>",106,1
"6329","edward lazear","Stanford","Did Not Answer","","",106,1
"6330","jonathan levin","Stanford","Uncertain","3","I think my view on this would depend on exactly what steps were being proposed.<br>",106,1
"6331","eric maskin","Harvard","Disagree","6","I think the dangers of ""too big to fail"" have been exaggerated. Small banks would have to be bailed too in a financial crash.<br>",106,1
"6332","william nordhaus","Yale","Strongly Agree","8","",106,1
"6333","maurice obstfeld","Berkeley","Agree","7","",106,1
"6334","emmanuel saez","Berkeley","Did Not Answer","","",106,1
"6335","jose scheinkman","Princeton","Agree","7","",106,1
"6336","richard schmalensee","MIT","Agree","3","",106,1
"6337","hyun song-shin","Princeton","Strongly Agree","9","",106,1
"6338","nancy stokey","Chicago","Agree","7","",106,1
"6339","richard thaler","Chicago","Agree","5","Seems right. Like the tax idea at rate that increases above some threshold.<br>",106,1
"6340","christopher udry","Yale","Agree","6","",106,1
"6341","luigi zingales","Chicago","Strongly Agree","8","",106,1
"6342","daron acemoglu","MIT","Agree","8","",106,2
"6343","alberto alesina","Harvard","Did Not Answer","","",106,2
"6344","joseph altonji","Yale","Agree","3","",106,2
"6345","alan auerbach","Berkeley","Uncertain","3","",106,2
"6346","david autor","MIT","No Opinion","","",106,2
"6347","katherine baicker","Chicago","No Opinion","","",106,2
"6348","marianne bertrand","Chicago","Agree","2","",106,2
"6349","raj chetty","Stanford","No Opinion","","",106,2
"6350","judith chevalier","Yale","Agree","3","",106,2
"6351","janet currie","Princeton","Agree","6","",106,2
"6352","david cutler","Harvard","Uncertain","1","",106,2
"6353","angus deaton","Princeton","Strongly Agree","7","",106,2
"6354","darrell duffie","Stanford","Disagree","8","The costs, such as ""too big to fail"" are clear, and changing. The benefits, including easier intermediation of large deals, are non trivial.<br>",106,2
"6355","aaron edlin","Berkeley","Agree","1","small relative to the costs anyway<br>",106,2
"6356","barry eichengreen","Berkeley","Agree","8","",106,2
"6357","ray fair","Yale","Agree","5","",106,2
"6358","pinelopi goldberg","Yale","No Opinion","","",106,2
"6359","claudia goldin","Harvard","Uncertain","2","",106,2
"6360","austan goolsbee","Chicago","Agree","9","",106,2
"6361","michael greenstone","Chicago","Uncertain","2","",106,2
"6362","robert hall","Stanford","Agree","7","Any returns to scale are likely exhausted at smaller scale. But we should not measure size by assets, but by exposure.<br>",106,2
"6363","bengt holmstrom","MIT","Agree","4","Scope (geographic as well as product) may be the bigger issue. Subsidizing risky investment activities with subsidized deposits problematic<br>",106,2
"6364","caroline hoxby","Stanford","Did Not Answer","","",106,2
"6365","kenneth judd","Stanford","Disagree","7","If size helps a bank provide significantly better service to customers then the economy enjoys significant benefits.<br>",106,2
"6366","anil kashyap","Chicago","Agree","1","US firms are big in all industries and balance sheet size is an imperfect measure. But evidence on scale and scope efficiences is weak.<br>",106,2
"6367","pete klenow","Stanford","Uncertain","3","Presume there are some economies of scale, but favor higher capital requirements on them.<br><a href=""http://www.cfr.org/content/publications/attachments/Squam_Lake_Working_Paper2.pdf"" target=""_blank-see background information here</a><br>",106,2
"6368","edward lazear","Stanford","Did Not Answer","","",106,2
"6369","jonathan levin","Stanford","Agree","1","Don't feel very informed on this, but not obvious why a few banks going from $500 bn to $1+ tr would create large aggregate benefits.<br>",106,2
"6370","eric maskin","Harvard","Agree","7","",106,2
"6371","william nordhaus","Yale","Agree","8","",106,2
"6372","maurice obstfeld","Berkeley","Agree","6","",106,2
"6373","emmanuel saez","Berkeley","Did Not Answer","","",106,2
"6374","jose scheinkman","Princeton","Agree","7","",106,2
"6375","richard schmalensee","MIT","Agree","3","",106,2
"6376","hyun song-shin","Princeton","Strongly Agree","9","",106,2
"6377","nancy stokey","Chicago","Strongly Agree","8","",106,2
"6378","richard thaler","Chicago","Agree","3","",106,2
"6379","christopher udry","Yale","Strongly Agree","5","",106,2
"6380","luigi zingales","Chicago","Uncertain","4","",106,2
"6381","daron acemoglu","MIT","Uncertain","7","",107,1
"6382","alberto alesina","Harvard","Did Not Answer","","",107,1
"6383","joseph altonji","Yale","Uncertain","5","",107,1
"6384","alan auerbach","Berkeley","Disagree","7","",107,1
"6385","david autor","MIT","Agree","5","Holding wages constant, manufacturing jobs appeal more to non-college males, the group whose employment rate is falling most rapidly. <br>",107,1
"6386","katherine baicker","Chicago","Disagree","4","",107,1
"6387","marianne bertrand","Chicago","Strongly Disagree","3","",107,1
"6388","raj chetty","Stanford","Disagree","5","",107,1
"6389","judith chevalier","Yale","Disagree","8","The counter argument is knowledge or other spillovers in manufacturing.<br>",107,1
"6390","janet currie","Princeton","Strongly Disagree","8","",107,1
"6391","david cutler","Harvard","Agree","3","A caveat -- the auto bailout was manufacturing specific and more valuable than the equivalent policy spread across the economy as a whole<br>",107,1
"6392","angus deaton","Princeton","Disagree","7","",107,1
"6393","darrell duffie","Stanford","Disagree","3","Its not obvious that this policy addresses an important externality and has low unintended consequences.<br>",107,1
"6394","aaron edlin","Berkeley","Disagree","7","Most workers don't work in manufacturing, so such policies are apt to redistribute from the average person to manufacturing workers. <br>",107,1
"6395","barry eichengreen","Berkeley","Disagree","5","It would make average Americans better off by focusing on and helping to finance investments in skills and training useful in manufacturing.<br>",107,1
"6396","ray fair","Yale","Disagree","5","",107,1
"6397","pinelopi goldberg","Yale","Disagree","6","",107,1
"6398","claudia goldin","Harvard","Disagree","5","",107,1
"6399","austan goolsbee","Chicago","Uncertain","10","depends what policy it is<br>",107,1
"6400","michael greenstone","Chicago","Did Not Answer","","",107,1
"6401","robert hall","Stanford","Disagree","4","Tremendously complicated. Many US manufactured goods have high profit margins, so correcting the distortion would help us and others<br>",107,1
"6402","bengt holmstrom","MIT","Disagree","4","",107,1
"6403","caroline hoxby","Stanford","Did Not Answer","","",107,1
"6404","kenneth judd","Stanford","Strongly Disagree","8","The average American benefits from lower prices, not from any preference for manufacturing.<br>",107,1
"6405","anil kashyap","Chicago","Disagree","5","Memo to Romney and Obama: there is nothing per se special about manufacturing (except maybe nostalgia).<br>",107,1
"6406","pete klenow","Stanford","Uncertain","7","Rents, externalities may be higher than in other sectors (evidence is not clear cut). Higher national saving (needed!) would help U.S. mfg.<br><a href=""http://klenow.com/LBD_Spillovers.pdf"" target=""_blank-see background information here</a><br>",107,1
"6407","edward lazear","Stanford","Did Not Answer","","",107,1
"6408","jonathan levin","Stanford","Disagree","5","Don't see why gov't as a rule should directly subsidize manufacturing, though education, science, trade policy could indirectly benefit.<br>",107,1
"6409","eric maskin","Harvard","Disagree","7","",107,1
"6410","william nordhaus","Yale","Disagree","7","",107,1
"6411","maurice obstfeld","Berkeley","Disagree","6","",107,1
"6412","emmanuel saez","Berkeley","Disagree","4","",107,1
"6413","jose scheinkman","Princeton","Strongly Disagree","8","",107,1
"6414","richard schmalensee","MIT","Strongly Disagree","9","This is the argument of the Physiocrats in modern dress. Picking winners, even broadly defined, is rarely good policy.<br>",107,1
"6415","hyun song-shin","Princeton","Uncertain","8","",107,1
"6416","nancy stokey","Chicago","Disagree","8","Governments are usually poor at ""picking winners.""<br>",107,1
"6417","richard thaler","Chicago","Uncertain","1","This or any other ""industrial policy"" is only as good as the implementation.<br>",107,1
"6418","christopher udry","Yale","Strongly Disagree","6","Manufacturing vs. Others isn't an appropriate classification; instead provide a good overall environment, look for targeted externalities.<br>",107,1
"6419","luigi zingales","Chicago","Uncertain","4","I depends what you mean with average citizen. Lower educated people would probably benefit at the expense of others. <br>",107,1
"6420","daron acemoglu","MIT","Agree","8","",107,2
"6421","alberto alesina","Harvard","Did Not Answer","","",107,2
"6422","joseph altonji","Yale","Agree","5","",107,2
"6423","alan auerbach","Berkeley","Agree","4","",107,2
"6424","david autor","MIT","Disagree","5","Unclear if R&amp;D credits induce R&amp;D at the margin or mostly reward inframarginal R&amp;D. I prefer govt fund basic research directly (NIH, NSF).<br>",107,2
"6425","katherine baicker","Chicago","Uncertain","3","",107,2
"6426","marianne bertrand","Chicago","Uncertain","2","",107,2
"6427","raj chetty","Stanford","Agree","7","",107,2
"6428","judith chevalier","Yale","Agree","8","Same argument suggests role for public support of university research.<br>",107,2
"6429","janet currie","Princeton","Uncertain","5","",107,2
"6430","david cutler","Harvard","Strongly Agree","6","",107,2
"6431","angus deaton","Princeton","Agree","6","",107,2
"6432","darrell duffie","Stanford","Agree","4","If the positive R&amp;D externality seems plausible, it makes sense to subsidize. There are some cases in which this has worked (universities).<br>",107,2
"6433","aaron edlin","Berkeley","Agree","7","More innovation is almost surely good, and more R&amp;D spending may increase innovation.<br>",107,2
"6434","barry eichengreen","Berkeley","Agree","5","",107,2
"6435","ray fair","Yale","Agree","5","",107,2
"6436","pinelopi goldberg","Yale","Disagree","6","",107,2
"6437","claudia goldin","Harvard","Agree","5","",107,2
"6438","austan goolsbee","Chicago","Strongly Agree","10","among many ways<br>",107,2
"6439","michael greenstone","Chicago","Did Not Answer","","",107,2
"6440","robert hall","Stanford","Agree","8","Nordhaus has shown how much leakage of ideas occurs into the worldwide public domain. Of course, the US would capture only a quarter of gain<br>",107,2
"6441","bengt holmstrom","MIT","Agree","6","",107,2
"6442","caroline hoxby","Stanford","Did Not Answer","","",107,2
"6443","kenneth judd","Stanford","Agree","8","The relatively small cost of R&amp;D subsidies is an effective way to support continued high American productivity.<br>",107,2
"6444","anil kashyap","Chicago","No Opinion","","Not sure of the magnitudes of the distortions once we account for patents and other R&amp;D policies<br>",107,2
"6445","pete klenow","Stanford","Agree","7","Caveat is that there are Type I and Type II errors in identifying research activities to receive special tax treatment.<br><a href=""http://www.stanford.edu/~nbloom/bsv_2010.pdf"" target=""_blank-see background information here</a><br>",107,2
"6446","edward lazear","Stanford","Did Not Answer","","",107,2
"6447","jonathan levin","Stanford","Uncertain","4","I'd be inclined toward policies fostering basic science and innovation that commercial applications can build on. <br>",107,2
"6448","eric maskin","Harvard","Agree","7","",107,2
