"","subject","question.x","time","n_q","question.y","id"
"284","QE3","Even if inflationarypressures rise substantially as a result of quantitative easing and lowinterest rates, the Federal Reserve has ample tools to rein inflation back inif it chooses to do so.","Tuesday, September 25th, 2012 2:46 pm",3,"Even if<U+00A0>thethird round of quantitative easing that the Fed recentlyannounced<U+00A0>increases<U+00A0>real GDP growth<U+00A0>over thenext<U+00A0>two<U+00A0>years,<U+00A0>the increase will be<U+00A0>inconsequential.",165
"285","QE3","Even if inflationarypressures rise substantially as a result of quantitative easing and lowinterest rates, the Federal Reserve has ample tools to rein inflation back inif it chooses to do so.","Tuesday, September 25th, 2012 2:46 pm",3,"Even if<U+00A0>thethird round of quantitative easing that the Fed recentlyannounced<U+00A0>increases<U+00A0>annual consumer price inflation<U+00A0>over thenext<U+00A0>five<U+00A0>years,<U+00A0>the increase will be<U+00A0>inconsequential.",166
"286","QE3","Even if inflationarypressures rise substantially as a result of quantitative easing and lowinterest rates, the Federal Reserve has ample tools to rein inflation back inif it chooses to do so.","Tuesday, September 25th, 2012 2:46 pm",3,"Even if inflationarypressures rise substantially as a result of quantitative easing and lowinterest rates, the Federal Reserve has ample tools to rein inflation back inif it chooses to do so.",167
"287","Ethanol","Ethanol content requirements and protectionism against imported ethanol (which includes fuel from sugarcane) raise food prices without significantly reducing carbon-dioxide emissions.","Wednesday, September 19th, 2012 8:06 am",1,"Ethanol content requirements and protectionism against imported ethanol (which includes fuel from sugarcane) raise food prices without significantly reducing carbon-dioxide emissions.",168
"288","Ethanol","Ethanol content requirements and protectionism against imported ethanol (which includes fuel from sugarcane) raise food prices without significantly reducing carbon-dioxide emissions.","Wednesday, September 19th, 2012 8:06 am",1,"A direct disincentive to emit carbon-dioxide, for example through a carbon tax or an emissions permit market, is more efficient than requiring the use of corn-based ethanol fuels.",169
"289","Ethanol","A direct disincentive to emit carbon-dioxide, for example through a carbon tax or an emissions permit market, is more efficient than requiring the use of corn-based ethanol fuels.","Wednesday, September 19th, 2012 8:06 am",2,"Ethanol content requirements and protectionism against imported ethanol (which includes fuel from sugarcane) raise food prices without significantly reducing carbon-dioxide emissions.",168
"290","Ethanol","A direct disincentive to emit carbon-dioxide, for example through a carbon tax or an emissions permit market, is more efficient than requiring the use of corn-based ethanol fuels.","Wednesday, September 19th, 2012 8:06 am",2,"A direct disincentive to emit carbon-dioxide, for example through a carbon tax or an emissions permit market, is more efficient than requiring the use of corn-based ethanol fuels.",169
"291","European Debt","Even if all the official-sector funding that Greece received from 2010 through August 2012 is written off, propping up Greece to buy time for the rest of Europe to prepare for Greek default has been better for citizens of the Eurozone outside of Greece than a policy that would have cut off funding sooner.","Tuesday, September 11th, 2012 10:54 am",1,"Even if all the official-sector funding that Greece received from 2010 through August 2012 is written off, propping up Greece to buy time for the rest of Europe to prepare for Greek default has been better for citizens of the Eurozone outside of Greece than a policy that would have cut off funding sooner.",170
"292","European Debt","Even if all the official-sector funding that Greece received from 2010 through August 2012 is written off, propping up Greece to buy time for the rest of Europe to prepare for Greek default has been better for citizens of the Eurozone outside of Greece than a policy that would have cut off funding sooner.","Tuesday, September 11th, 2012 10:54 am",1,"A substantial sovereign-debt default by some combination of Greece, Ireland, Italy, Portugal and Spain is a necessary condition for the euro area as a whole to grow at its pre-crisis trend rate over the next three years.",171
"293","European Debt","Even if all the official-sector funding that Greece received from 2010 through August 2012 is written off, propping up Greece to buy time for the rest of Europe to prepare for Greek default has been better for citizens of the Eurozone outside of Greece than a policy that would have cut off funding sooner.","Tuesday, September 11th, 2012 10:54 am",1,"Unless there is a substantial default by some combination of Greece, Ireland, Italy, Portugal and Spain on their sovereign debt and commercial bank debt, plus credible reforms to prevent excessive borrowing in the future, the euro area is headed for a costly financial meltdown and a prolonged recession.",172
"294","European Debt","A substantial sovereign-debt default by some combination of Greece, Ireland, Italy, Portugal and Spain is a necessary condition for the euro area as a whole to grow at its pre-crisis trend rate over the next three years.","Tuesday, September 11th, 2012 10:54 am",2,"Even if all the official-sector funding that Greece received from 2010 through August 2012 is written off, propping up Greece to buy time for the rest of Europe to prepare for Greek default has been better for citizens of the Eurozone outside of Greece than a policy that would have cut off funding sooner.",170
